TEA,SLN,econ_cpr,econ_fincap,econ_medinc,econ_paydaycap,econ_pctlwjobs,econ_pctmwjobs,econ_totjobs,econ_pr,econ_pyr,econ_ur,econ_cpr_sd,econ_fincap_sd,econ_medinc_sd,econ_paydaycap_sd,econ_pctlwjobs_sd,econ_pctmwjobs_sd,econ_totjobs_sd,econ_pr_sd,econ_pyr_sd,econ_ur_sd
189,189,0.425417802399629,1.34739414278526,20130.2244731,1.34739414278526,0.322768304914744,0.387963891675025,4985,0.320488173239994,0.426772225680265,0.0977557853338891,0,2,1,2,0,2,1,0,0,0
191,191,0.507165271926378,2.2738370437795,17201.9040218,1.13691852188975,0.249090909090909,0.314545454545455,2750,0.381516520588446,0.330851973302905,0.0891577111785441,0,2,0,2,2,0,1,0,1,0
121,121,0.382820182373593,1.35142422797805,24216.0865628,1.01356817098354,0.296758733762139,0.380501954849287,7929,0.270403858086088,0.499992295198388,0.0900345206909174,1,2,1,3,0,2,1,1,0,0
133,133,0.376702986459874,1.20585620471888,22941.1868354,1.33984022746542,0.316806943713835,0.409258285113098,7604,0.272458251724488,0.511708805503442,0.094689642013115,1,1,1,2,0,3,1,1,0,0
205,205,0.375969814404151,1.11325738752133,21142.6136428,1.669886081282,0.343147039254824,0.3812375249501,6012,0.280373498166172,0.503738447363945,0.100814189811643,1,1,1,2,0,2,1,1,0,0
233,233,0.16135353201037,3.97900218104333,56275.6762598,1.38400075862377,0.178099274197477,0.273534999269326,102645,0.0898616808348634,0.146761424988107,0.0344607901750882,4,4,4,2,4,0,4,4,4,4
120,120,0.240580619584797,2.74147303001064,38820.9454589,3.59818335188896,0.235221719457014,0.367674208144796,55250,0.152777653816939,0.286496454764929,0.0414579759263727,3,2,3,0,2,2,3,4,2,3
135,135,0.114019914220419,3.19735150824967,45939.1544283,1.59867575412484,0.260827019319484,0.36108703553555,35767,0.0811826113545975,0.242673956473951,0.0337023733829323,4,3,4,2,2,2,2,4,2,4
148,148,0.0641797169406323,3.32893559095074,52980.8994737,1.3315742363803,0.158787113076437,0.278079595704359,79150,0.0500609525443555,0.11790562678002,0.0299184012863115,4,3,4,2,4,0,4,4,4,4
182,182,0.140694347237014,3.49311501033551,37619.7672815,3.26024067631315,0.242449901213661,0.370005241724124,49602,0.0940025187033498,0.259239949893869,0.0321691511104925,4,3,3,0,2,2,3,4,2,4
193,193,0.0236065921813922,11.2971172685707,81300.257026,0.29729255969923,0.267382249279077,0.279037167574495,24968,0.0378319991550032,0.115534123406679,0.0210688866064646,4,4,4,4,1,0,2,4,4,4
224,224,0.153944235000662,0.4516415935124,65854.1573375,1.3549247805372,0.266910994764398,0.339685863874346,9550,0.0958487822646995,0.276684532876057,0.0365284377266236,4,1,4,2,1,1,1,4,2,4
230,230,0.0570507105958633,2.56018120579907,55524.807167,0.930974983926933,0.241139796644211,0.330808820452739,23899,0.0453794217794853,0.208730589591685,0.0324377950296215,4,2,4,3,2,1,2,4,3,4
195,195,0.0555642645345294,9.57950327218857,77950.172376,0.891116583459402,0.232476830941149,0.283231289103014,59778,0.0598062671745113,0.171944244602049,0.0250242667578334,4,4,4,3,2,0,4,4,4,4
176,176,0.272116644458164,3.18882886277684,50184.5443104,2.20765075115319,0.251245775367445,0.30379627446357,63615,0.167938965538766,0.21025369176293,0.0433238799628884,3,3,4,0,2,0,4,3,3,3
286,286,0.302478706947451,3.73627430518662,49573.8315058,2.00157552063569,0.22275369338823,0.30537054976992,66064,0.179825648891093,0.207238673114099,0.0478650687203401,2,4,4,1,2,0,4,3,3,3
141,141,0.26926049384488,3.15239618835652,51177.3975462,2.10159745890435,0.255314075487124,0.303089657991552,58712,0.170535109090331,0.230430404209723,0.043177040031403,3,3,4,1,2,0,4,3,2,3
101,101,0.401395133881088,0.764653439783336,22361.2339768,1.98809894343667,0.296710889994472,0.381702598120509,7236,0.287334138015901,0.211928121683129,0.0446246681592858,1,1,1,1,0,2,1,0,3,3
104,104,0.379112632546756,0.552944235054498,22404.7151356,2.21177694021799,0.241764537381839,0.391148668003437,6982,0.284296890494342,0.209410106747306,0.0475590922832501,1,1,1,0,2,2,1,1,3,3
110,110,0.365971855998516,0.690498804211183,23033.1928962,1.5190973692646,0.233860291254575,0.41694572073826,12841,0.266410480758241,0.282792592296618,0.0463102288704239,1,1,1,2,2,3,1,1,2,3
276,276,0.356423643206708,0.213846158022954,22807.4499751,1.06923079011477,0.277933832709114,0.446629213483146,6408,0.274059199895269,0.186282131368989,0.0467268128553217,2,0,1,3,1,4,1,1,3,3
137,137,0.379585857978403,0.217930845624555,22738.1301301,1.74344676499644,0.256074444252973,0.3839393417198,5803,0.286314156769277,0.140091234686868,0.040915578490596,1,0,1,2,2,2,1,1,4,3
156,156,0.40363923908858,0.655936321239289,22148.3385791,1.63984080309822,0.264323474782112,0.390055722246035,6999,0.285034804907379,0.20573558203555,0.043759271127645,1,1,1,2,2,2,1,1,3,3
170,170,0.325682866683604,0,23597.1551222,0.618093084087309,0.275932400932401,0.407925407925408,3432,0.256078293297682,0.154407151170028,0.0434093690454363,2,0,1,4,1,3,1,1,4,3
180,180,0.402800835318513,0.714197634066796,21890.733524,2.67824112775049,0.283127947664689,0.378974593032101,6573,0.292436294778321,0.15561031801074,0.043118074899964,1,1,1,0,1,2,1,0,4,3
237,237,0.335960822534766,0.165897824879511,22674.1714927,0.663591299518044,0.272864828513786,0.438466711499664,5948,0.254438058629386,0.286566154964994,0.0514785569284968,2,0,1,4,1,4,1,1,2,2
234,234,0.447040889534379,0.721860383393447,21020.1345271,2.40620127797816,0.291999088215181,0.364485981308411,4387,0.30507920662799,0.0635175473877585,0.041533234327924,0,1,1,0,1,2,1,0,4,3
161,161,0.432376428739134,0.813839346763994,21574.0466507,1.83113853021899,0.358645707376058,0.426844014510278,4135,0.298478221328271,0.119378319681956,0.0430655840252388,0,1,1,1,0,4,1,0,4,3
207,207,0.37454051757072,0.629973037724316,22898.518747,1.25994607544863,0.228557013118063,0.40050454086781,9910,0.265372681001777,0.260885692563684,0.0434839077432843,1,1,1,2,2,3,1,1,2,3
222,222,0.378046767685126,2.1116606015044,24276.1844709,0.575907436773928,0.238715095528029,0.399468122331864,14289,0.249828339672496,0.227837219491262,0.0458404775332659,1,2,1,4,2,3,2,2,3,3
303,303,0.379832827109209,0.715696698356497,22308.1037066,1.43139339671299,0.311427590940288,0.426218256691833,5828,0.266588187000198,0.225529828799845,0.0428157562328349,1,1,1,2,0,4,1,1,3,3
119,119,0.12970850809671,1.81510162862726,41659.1945068,1.08906097717636,0.253600893075939,0.373213167424511,36727,0.0842534362490839,0.201967909800468,0.0342043763633519,4,2,3,3,2,2,2,4,3,4
279,279,0.178499873858192,1.52824641134017,41935.7373746,0.169805156815574,0.200540343433004,0.303603394550156,60332,0.106492163607174,0.21375678860873,0.0410514485228179,4,2,3,4,3,0,4,4,3,3
304,304,0.160739315562291,1.65823110689524,43484.910935,0.921239503830689,0.174777946419751,0.28589005541236,111347,0.0894709941627234,0.188985987315904,0.0374665411257261,4,2,4,3,4,0,4,4,3,4
154,154,0.243730398088184,0.677677584745213,27459.2732337,0.677677584745213,0.336959746810405,0.410048462071012,10111,0.174559301940516,0.310218559142858,0.0517012666493952,3,1,2,4,0,3,1,3,2,2
126,126,0.232583838888024,0,27714.3275731,0,0.324418604651163,0.475581395348837,2580,0.159572242388749,0.200964611202624,0.0511960257223872,4,0,2,4,0,4,1,3,3,2
208,208,0.235493368707281,0,23694.8232307,0,0.316480123504438,0.474720185256658,2591,0.172237577925123,0.174985828490762,0.0409585819092831,4,0,1,4,0,4,1,3,4,3
244,244,0.293081314488037,0,23071.9850358,0,0.285585042219542,0.455669481302774,3316,0.206520335856263,0.21476786791142,0.0426636667983895,2,0,1,4,1,4,1,2,3,3
173,173,0.384280539403952,2.39676018078219,25739.3766911,1.39811010545628,0.202800961052099,0.414706626201315,31632,0.248814247765412,0.356999395899837,0.0689788224612477,1,2,1,2,3,3,2,2,1,1
194,194,0.112714514424244,5.51937063696608,49305.9127474,1.83979021232203,0.149065580022884,0.239757512495734,49817,0.101250426948644,0.156192394355336,0.030242693522148,4,4,4,1,4,0,3,4,4,4
107,107,0.275297000011695,2.16342694932755,34498.6995213,3.96628274043383,0.214144979886709,0.320396519169198,48724,0.176387374572558,0.315843389093741,0.0472144477150417,3,2,2,0,3,1,3,3,2,3
13,13,0.414100934800939,2.22305699276424,22371.9696382,1.97605066023488,0.251670378619154,0.410160717510383,16613,0.280537593288695,0.580616793774092,0.0997024841179687,0,2,1,1,2,3,2,1,0,0
16,16,0.407714886263334,1.55562278370031,20519.2298598,1.86674734044037,0.349464166108506,0.383958472873409,5972,0.307732617702594,0.447552615512902,0.0970713033412317,1,2,1,1,0,2,1,0,0,0
7,7,0.221718251785154,0.747547209736753,59710.128756,1.30820761703932,0.271321462043112,0.352014995313964,10670,0.130464700518907,0.292465739490103,0.0403424443646049,4,1,4,2,1,2,1,4,2,3
21,21,0.132160362712456,4.56621228171912,56690.7899399,1.58824775016317,0.189540955498402,0.279022902123206,89817,0.0773864223748957,0.145190081643258,0.032480190916929,4,4,4,2,4,0,4,4,4,4
28,28,0.288646263791029,2.95912296201232,46411.7738521,1.72615506117385,0.242772410191368,0.304901704778603,53614,0.17819213949775,0.209872514352402,0.0447776020497942,2,3,4,2,2,0,3,3,3,3
14,14,0.363834274265739,0.674292377105185,22876.6751659,1.61830170505244,0.279537516560279,0.429965072865229,8303,0.267605858858952,0.274482863262064,0.0464840020912048,2,1,1,2,1,4,1,1,2,3
17,17,0.363251445826897,0.233471470367663,23085.8397471,1.63430029257364,0.243653032440056,0.382581100141044,5672,0.277819317086379,0.133062124708609,0.0391794243302202,2,0,1,2,2,2,1,1,4,3
25,25,0.374265566928091,2.0357853146738,24967.8578174,1.18754143355972,0.23098029433774,0.391319531055126,20045,0.245001202217792,0.234493236197144,0.0417474927436908,1,2,1,2,2,2,2,2,2,3
9,9,0.450248518644534,0.801655864134144,19031.2517409,2.00413966033536,0.260877684407096,0.31391223155929,5355,0.339885687407073,0.298227124702017,0.111285521350227,0,1,0,1,2,0,1,0,2,0
206,206,0.291924913578388,2.88157222237917,42953.8126445,1.44078611118959,0.286673354425496,0.396326877073848,12959,0.176064064298752,0.305310318872829,0.0401175660155227,2,3,4,2,1,3,1,3,2,3
263,263,0.511065764404484,1.90373897462141,18567.8311681,1.26915931641428,0.236124176857949,0.358733145186579,3189,0.367404753689594,0.413648964034869,0.0970878774230488,0,2,0,2,2,2,1,0,0,0
51,51,0.457895204574347,1.39272921779341,18492.5810892,0.795845267310519,0.302377892030848,0.352506426735219,3112,0.343363978107067,0.464676841069996,0.095675850525632,0,2,0,3,0,2,1,0,0,0
273,273,0.358570694549866,0.593027653759665,22425.4247038,1.779082961279,0.305154300722259,0.39510833880499,6092,0.270131714938999,0.293695935603261,0.04865807087012,2,1,1,2,0,3,1,1,2,3
