TEA,SLN,comm_bbp,comm_bvp,comm_cctrcap,comm_incarpct,comm_juvcrimecap,comm_libcap,comm_ltbvp,comm_ltrvp,comm_ocb,comm_ocbp,comm_parkcap,comm_rcb,comm_rcbp,comm_rvp,comm_u18bbp,comm_evrate,comm_bbp_sd,comm_bvp_sd,comm_cctrcap_sd,comm_incarpct_sd,comm_juvcrimecap_sd,comm_libcap_sd,comm_ltbvp_sd,comm_ltrvp_sd,comm_ocb_sd,comm_ocbp_sd,comm_parkcap_sd,comm_rcb_sd,comm_rcbp_sd,comm_rvp_sd,comm_u18bbp_sd,comm_evrate_sd
115,115,0.68002210482548,0.150589101729,0.285103269092981,0.00876221005238304,317.743955803842,0.285103269092981,0.139795635549,0.0487708443193,2954.5108355769,0.270279901453696,0.0775912831935831,5350.68905942769,0.515919074782124,0.0534034648738,0.745325098367575,126.372024025464,2,0,1,2,2,2,0,0,1,1,1,2,1,0,3,3
118,118,0.438113791266082,0.120871561588,1.16167376119898,0.0216353253353627,657.714126534451,0.290418440299744,0.115512046533,0.124414225791,1535.16369951733,0.276834353646375,0.259307959330556,3851.9011157937,0.542966631271156,0.13163703571,0.482984586214318,299.711830389336,0,2,4,0,0,3,1,0,4,1,3,2,0,0,0,0
6,6,0.868245230621824,0.105182767488,0.356942731372149,0.00191633204764622,163.13080657212,0.535414097058223,0.0820979651606,0.00972445670097,3385.293026088,0.292013769009604,0.0697850638184084,6253.31702467,0.454132815962399,0.0123051963719,0.872204501260764,127.963969196915,4,2,1,4,3,4,3,3,0,0,1,1,2,3,4,3
15,15,0.791124016687485,0.0805039634462,0.507604994632619,0.00383532024318961,242.650952554485,0.507604994632619,0.0712987466026,0.0158416767245,887.8608273027,0.265863153377371,0.0661819940269662,972.424810571534,0.466843053690565,0.0187502987749,0.804587864596071,328.674234024621,3,3,2,3,2,4,4,3,4,2,1,4,2,3,4,0
380,380,0.636917680693164,0.0546093483291,2.5340494941974,0.0185665070634573,264.049176476802,1.2670247470987,0.0493562965137,0.0276042918305,454.0864790322,0.268831944339151,0.0777332706584034,442.54561707609,0.468889406288059,0.0307078375897,0.633554731876254,108.964128250488,1,4,4,0,2,4,4,2,4,2,1,4,2,2,1,3
23,23,0.569484964520297,0.110065293218,0.258106804148665,0.00959421776014577,376.716193763509,0.258106804148665,0.10157375636,0.00857041740848,1656.34603169433,0.302754422987117,0.0829537572901669,4995.962429535,0.583608717977159,0.00902677610334,0.554860246457793,322.504451783757,0,2,1,1,1,2,2,3,3,0,1,2,0,4,0,0
32,32,0.590885791423079,0.0909246152976,3.22875816258806,0.0135319234614695,865.640933698417,0.461251166084008,0.0886746784589,0.0479159993998,1256.9531352875,0.261265719304075,0.19805952522337,5868.6983918524,0.455055130644939,0.0530709963364,0.543600726990241,404.517272655675,0,3,4,0,0,4,3,0,4,2,2,1,2,0,0,0
24,24,0.863059836903766,0.104485380556,0.49135806969852,0.00293355087041673,228.501333184589,0.196543227879408,0.0930379650419,0.0119636244516,4241.495793259,0.258432777062501,0.0375168944290012,14002.712452432,0.347057773044134,0.0177655768977,0.760628546845222,209.662488340358,4,2,2,3,2,2,2,3,0,2,1,0,4,3,3,1
22,22,0.787626550760343,0.0900911650088,0.581884762735867,0.00532920707994671,258.676083459617,0.145471190683967,0.0863170780882,0.0203367763853,2678.661906696,0.247416394852821,0.223263419672061,7789.568898335,0.406082308580078,0.0249973900487,0.750406696535882,169.546672742163,3,3,2,2,2,1,3,2,1,2,3,0,4,2,3,2
12,12,0.681626516159439,0.0838312866688,1.84138636762241,0.00929451673667926,319.720358708888,0.306897727937068,0.0834353239225,0.0197751781946,1124.131114691,0.233069466655803,0.722576815466198,2812.8969444635,0.447979111499547,0.0200384156999,0.671288877325675,162.195449214741,2,3,4,1,2,3,3,2,4,4,4,3,2,2,2,2
2,2,0.791158724933431,0.13543203465,0.347380766340202,0.00651714543234287,330.039185780709,0.173690383170101,0.129395532692,0.050603533465,2066.092126344,0.236478832020024,0.265990767791373,4999.4979699775,0.439403361670444,0.053760005217,0.831037924272079,143.902482456429,3,1,1,2,1,1,0,0,2,3,3,2,3,0,4,2
18,18,0.734151103580704,0.0922798994202,0.251565889300144,0.0036075208648674,178.671942738281,0.125782944650072,0.0876785816402,0.0217864139619,2924.438455862,0.221841273090835,0.0571930249407718,5260.7527916639,0.451038453092756,0.022817600172,0.721789447641301,90.8781775096772,2,3,1,3,3,0,3,2,1,4,1,2,2,2,2,4
